country,region,c1_security_apparatus_variability,c1_security_apparatus_growth,c2_factionalized_elites_variability,c2_factionalized_elites_growth,c3_group_grievance_variability,c3_group_grievance_growth,e1_economy_variability,e1_economy_growth,e2_economic_inequality_variability,e2_economic_inequality_growth,e3_human_flight_and_brain_drain_variability,e3_human_flight_and_brain_drain_growth,p1_state_legitimacy_variability,p1_state_legitimacy_growth,p2_public_services_variability,p2_public_services_growth,p3_human_rights_variability,p3_human_rights_growth,s1_demographic_pressures_variability,s1_demographic_pressures_growth,s2_refugees_and_idps_variability,s2_refugees_and_idps_growth,x1_external_intervention_variability,x1_external_intervention_growth
Czechia,Europe,0.1600691796304769,0.0,0.18431764019694155,0.0247087869042244,0.16493209819540103,0.013212616554775902,0.15578470975125536,0.03381283955911063,0.28593861754872313,-0.04284565086678627,0.22600992512840798,-0.020762311659783372,0.11949455561844519,0.003101489903251764,0.2156225572480756,-0.0172764221260856,0.21607450197323935,-0.026510403888235667,0.40247119550754973,-0.013040319809382916,0.20993270111482856,0.01489301364623885,0.2078425911591855,-0.01514943939354263
Denmark,Europe,0.18478674975825574,0.005622226892775695,0.16123864040503394,0.019989654407636115,0.18877703066818063,-0.021683533200201,0.2654560080888325,-0.03995331314520678,0.20704533222420088,-0.006178511404421272,0.19789078529908405,-0.03995331314520678,0.35699705478644694,-0.06837222737362458,0.21917940648630288,0.031705673755738184,0.2492626097597137,-0.05247262897373173,0.2232459910016844,-0.015508089683340054,0.2232449893341856,0.010782514247816843,0.5753557063447431,-0.09541526735268291
Djibouti,Africa,0.0969383693333126,-0.017237414185015898,0.02908123099613498,0.003528268270817092,0.08747189950279573,-0.0023124017503066696,0.04816321740794242,0.0008997005787281243,0.08644643095297931,0.010415887526718404,0.09103362764163314,-0.013849670452788954,0.06034634991232966,0.010888333676549955,0.034179051195141204,0.0008281694149463448,0.0818743377774448,0.017342622530643448,0.05122282929189447,-0.006650783450904418,0.04896896143143603,0.005533541742908321,0.04959073744260561,0.0
Dominican Republic,Central America and the Caribbean,0.09041462206585829,-0.014085856119005702,0.06366436637409696,-0.01035371612862146,0.10668449553094671,-0.02013257056346829,0.07994499343066214,-0.015508089683340054,0.19429134767965453,-0.03080262836922021,0.09667179213186149,-0.013900056448645448,0.05125822859986256,-0.008093559838899145,0.06456085514843879,-0.013040319809382916,0.15227625493954694,-0.03178437114593469,0.05291513934166309,-0.011569362647331327,0.3447312676400334,-0.05659418784920778,0.14622795171219063,-0.024622057547819542
Ecuador,South America,0.056264286006342326,-0.0073355007337920775,0.024833065660281192,0.0029461207543641788,0.08338079250609058,-0.008316417506570306,0.07221849584775053,0.008453225112691642,0.10798850700019173,-0.014881816484374588,0.18237106245192003,-0.03041094936960964,0.10759381896703193,-0.015175295955198287,0.0763210775432457,-0.012260719135059883,0.17120519599849146,-0.025750447737745596,0.07336790724861894,0.006512174786904801,0.06657730884692703,-0.0066442221483079544,0.09026910182194729,-0.011734762798212506
Egypt,Africa,0.10873131701647172,0.004368808017071402,0.054967091108681934,0.00987515152650742,0.050716504273816757,-0.005797589598362962,0.07840354851230848,0.0008347384940639024,0.17230773324071483,-0.0332786165418526,0.10264349816439765,-0.010667491864796208,0.031564231206548006,-0.0026706846580127896,0.15790669315309255,-0.025568150641617104,0.07512175520575201,0.008255178341549874,0.06853871820903042,-0.010377194167557668,0.06894781440475996,-0.005105240031661129,0.07116548187375765,-0.008382367076814168
El Salvador,Central America and the Caribbean,0.0683956369087124,0.0,0.06331005990291445,0.012288976779621708,0.055920554833619275,-0.007270654600990301,0.08279246665068545,0.005622226892775695,0.14016657360413604,-0.018455202151988148,0.09316864521899229,0.012871121651044426,0.19247132584529308,-0.017333401522917735,0.06341822894405895,-0.01035371612862146,0.08834494648199745,-0.012608576934514226,0.06960779429780153,-0.013040319809382916,0.06744794997865061,-0.008235428030292646,0.05217978487443512,-0.005590794179388459
Equatorial Guinea,Africa,0.15933955991441,-0.01987646260848641,0.0177355598472911,0.0014535620216371559,0.055080958247077504,0.0066570896365856225,0.19354112004165672,0.03080695906002595,0.05811002291411829,-0.009896371890224076,0.21813229780664123,-0.0407110566701967,0.02478921548473314,0.005622226892775695,0.060733442615499886,0.0035725205179513164,0.05771267214662322,-0.002111415421399143,0.062214009411267444,0.015552898761765688,0.3393767930638785,0.0613120608891593,0.16086132053356234,-0.029601596065625624
Eritrea,Africa,0.08689229259779982,-0.010667491864796208,0.04831727251749015,0.00668866311189853,0.1621263370827373,0.02845158663191749,0.05663078580615469,-0.00699581208400657,0.13177771776569036,0.016314193057288318,0.1320425270101308,0.021402447463437113,0.05963771822264094,0.011398850547279515,0.04915933406218936,0.006135789279775539,0.08379618687479651,0.01728604521965882,0.04237530573261717,-0.002245781088206611,0.06814499759895917,-0.005105240031661129,0.09693231004180297,0.0008984899964494808
Estonia,Europe,0.17210718676565348,-0.00951438610151134,0.034256942904658215,-0.0010050495025732964,0.17994103281279578,0.02458229521657218,0.15438910089912306,-0.005257434512123016,0.27167846940697365,-0.029601596065625624,0.0759638676866608,0.00953149977108425,0.4154934638395533,-0.09032948674199881,0.2102088938433124,-0.04284565086678627,0.37445805362432283,-0.0596729719767074,0.26941076311455264,-0.031534844928986394,0.31429866666763334,-0.0388560825556179,0.09568538562524652,0.0067527181361368704
Eswatini,Africa,0.11868786101246849,-0.028098762023825108,0.01474204129116269,-0.0026946237080178737,0.22653017460801217,-0.0423967193014263,0.08760306718531284,0.01254613564138407,0.11939238713574941,0.01653294778221892,0.09426599554105404,0.007783425129379129,0.014289969707525146,0.0,0.03524705936441466,-0.008201760368895639,0.06027129648553037,0.005592525970229856,0.028089887640449448,0.0,0.09473463878980601,-0.004860744501859582,0.062468537530753994,-0.008564450456832629
Ethiopia,Africa,0.04971142647937965,0.008083032894427467,0.03886615644289021,0.00393072715274978,0.06975857315012927,0.014226191351806028,0.1093407163234967,-0.00951438610151134,0.11515264095518715,-0.0073355007337920775,0.07216338305361426,-0.011134821958058372,0.06263656261753321,0.004479763507811763,0.08457099655785266,0.020127752174101232,0.03460412082153012,0.005622226892775695,0.0316241138845973,0.005021850276697215,0.07690730370383696,0.013212616554775902,0.07700628753804341,0.01489301364623885
Fiji,Australia and Oceania,0.037480253026701396,-0.005585104902572358,0.017638497153171492,0.0,0.11340737654791821,-0.020322167964056947,0.09903502449663959,0.015109934876639253,0.15689469065614908,-0.025023166965419286,0.11247687356238331,0.02158907417048428,0.1660187054721552,-0.024015416106435206,0.09746068492566881,0.0015072317073399066,0.09385539672175351,-0.005519299721906568,0.14890847527692422,-0.015435633314585528,0.15589396230962146,-0.013849670452788954,0.0902973196366885,0.013804592244117675
Finland,Europe,0.4149950461816889,0.041616010650583846,0.20154488086241823,0.019989654407636115,0.39650847543170886,-0.06837222737362458,0.1802912955299656,0.012119584266715444,0.3529980569889603,-0.013040319809382916,0.15990825255846358,-0.016780094049074212,0.2914672973532703,-0.05247262897373173,0.2731222862039453,0.0,0.4145838661715322,-0.06258036949582624,0.3443949444124872,-0.03285884851883625,0.17310412612143963,0.014002349511784029,0.4222865879973195,0.0
France,Europe,0.39364753635394034,0.06463289834737895,0.028467702341504364,0.003185487697482836,0.08141649659744071,0.0038035989884424026,0.14793362240973112,0.007389707941821699,0.24097780475821157,-0.03153484492898628,0.08843764000443326,0.0,0.2523100675938604,-0.023568704168698162,0.18372063682939221,0.010782514247816843,0.3244129182832619,-0.060882011869072494,0.20714433529761783,-0.014881816484374588,0.16630036513419974,-0.026669237338737273,0.33111053893027526,-0.07831035905913464
Gabon,Africa,0.09259842462577841,-0.015737414908709058,0.05191404329974323,0.0015492758495603276,0.11276628660263238,0.0019306744637799245,0.07105533717428499,0.009783693878407274,0.1322999291949652,-0.01801255457313955,0.07735707856877147,-0.015508089683340054,0.03281792548012498,0.0014717467934761697,0.0479506511887872,-0.005746976022420469,0.0650023472937733,-0.0009560439262671361,0.039526571174606374,0.006512174786904801,0.23553672754169153,-0.04208227127387132,0.10779911066100555,-0.022075606234419398
Gambia,Africa,0.06679667605851922,-0.004431771326236067,0.10226236961841516,0.014433887656802202,0.16295849564851256,-0.020762311659783372,0.053994478164328674,-0.003740974137173003,0.06920111670372626,-0.010005945143782835,0.11397356001396829,0.008255178341549874,0.06470258128504354,-0.009286320968176498,0.060412648579218776,0.00923924843539825,0.10796698936166507,0.002618231159139839,0.09311837167934048,0.0185448402339623,0.07884870437887087,0.008768811279168176,0.08982340402711789,-0.005105240031661129
Georgia,Central Asia,0.1451148884680786,-0.027979135074231665,0.06597006741695753,0.012706934301318196,0.05674229353092862,-0.0024314636720017546,0.06568279606011614,-0.002176526258313105,0.1826097610813192,-0.026942491859807904,0.08666295699012794,0.0037430705461733993,0.0433477916532262,0.002250835973067522,0.20338060286471243,-0.029300322967703685,0.14185554895036892,-0.0066442221483079544,0.23649415812136487,-0.014261849496002621,0.08112617827477511,-0.0026506241277001186,0.10417158455231365,-0.013719116844114532
Germany,Europe,0.0964428507564787,-0.004892791633490323,0.12886718304876263,0.014523422879865633,0.09995605752046388,-0.021268206594774575,0.2841204611655768,-0.04359110903541685,0.3349337011186175,-0.047723508453402896,0.16827164190845473,-0.026510403888235667,0.5195919027469548,-0.06758336725754488,0.24045587794762888,-0.010667491864796208,0.4792305145326578,-0.08021094420407326,0.3234737188736776,-0.03202795652900636,0.16131833672785698,-0.006178511404421161,0.5080956131728126,-0.05518814303911357
Ghana,Africa,0.251562943813463,0.041616010650583846,0.14740297499726263,0.031193657987128143,0.18031670299749766,-0.029601596065625624,0.12525928786947052,0.0220972867750171,0.04703205298384497,-0.0017545156905137693,0.05212973916794883,-0.00951438610151134,0.19267250572957348,-0.031356523083466814,0.05184132648238432,0.0,0.08215953386868244,-0.008586656043256258,0.06482341590182043,0.01760804366346802,0.13430955831364855,-0.014674466614694848,0.1323719072204924,0.011874102575376355
Greece,Europe,0.1692578072644983,0.0298955299631416,0.32101718358963105,0.06093261315323617,0.11876850249893782,0.007885717576382456,0.21137118669100396,0.03221365587048419,0.2053030152629874,-0.025910589678034834,0.1707521374390907,-0.018558208244683683,0.16706414779333603,0.0220972867750171,0.09440909596092828,0.021402447463437113,0.09206355941985785,0.015552898761765688,0.11317397733626781,-0.011605712701370563,0.4956667975387569,0.08145560565111798,0.247706083493124,0.03908335916051153
Grenada,Central America and the Caribbean,0.07052304035531827,-0.012813229606942644,0.012455218751337937,-0.0011056119289781785,0.11282200900087858,-0.020322167964056947,0.047603793277282466,-0.0060348309377410425,0.17463218171908282,-0.026762761698748805,0.04464243295816534,-0.0016013683525478717,0.16752898483638562,-0.03460393792852978,0.0709691384547272,0.0,0.3169891690526454,-0.07363408377172675,0.14602509155462226,-0.022491054810112487,0.16647171971462466,-0.03031090581224527,0.08713169044142338,-0.021105541565042185
Guatemala,Central America and the Caribbean,0.05198021719981068,-0.011134821958058372,0.08174906635754725,0.009951265129853892,0.12937720543036518,0.01600434373530235,0.139702488050842,-0.0239745376453816,0.06550768138913558,-0.012139791167850578,0.038161589050138015,-0.0017810796092256886,0.0472689370760796,-0.005746976022420469,0.046329545713571195,-0.002536317618952344,0.03761731110061341,0.004011168183852387,0.05648694917812897,-0.011883430082753721,0.06967433004218308,-0.007270654600990301,0.13834218636717044,-0.027896024387602858
Guinea,Africa,0.053359334984290185,0.004212315434761527,0.04286795404439132,0.006216922732423802,0.06865739714158842,0.008794067753128632,0.05220511635211605,0.0,0.06938824580961349,-0.003789186442721748,0.10004084488600982,-0.016780094049074212,0.02301458382042508,0.003763031431121888,0.035171489809118855,0.002561222100803562,0.10475886185537465,-0.006098370960611277,0.05176952448731619,0.00944721057774034,0.08716034575225265,-0.00875741285515208,0.0875336173312623,-0.00971632016920898
Guinea Bissau,Africa,0.07557963036669245,0.003061130953006419,0.12171757791237775,0.02505777341386528,0.1259652167557578,-0.023048769164099814,0.06658209481920248,-0.001610406266005282,0.058243768734428006,-0.0025827250953267544,0.07789920712119669,-0.00257330821361601,0.07013234939977539,0.009108923067066454,0.04318159210968073,0.0062908657845357485,0.08173279710769119,-0.016052312531631308,0.05652647466561802,0.014226191351806028,0.12563468046251783,0.006818013256918221,0.08933853044785223,0.005131437250532445
Guyana,South America,0.07022480284544083,0.006071471240219228,0.016741148131858227,-0.001287875425892926,0.06415247521354472,0.00554993145705418,0.1677836906967349,-0.04066023673981878,0.21691899445665747,-0.04465282380719693,0.06018498815876216,0.0023321774798297223,0.15198324260826443,-0.023146259287987747,0.0630121220334355,0.004247909167653718,0.21331807318248336,-0.03070565138914194,0.0648203644436854,-0.01079527660155688,0.07422618180063292,-0.019334070133685932,0.10681470256491514,0.005359446564686454
Haiti,Central America and the Caribbean,0.11327266884560835,-0.018866063988012605,0.04673457615661156,0.0006097615370022069,0.14517718176330793,-0.02726858439711133,0.04810034634691095,0.0034069417064972463,0.05815235689960748,0.006074136098529248,0.050428501290664896,0.002167874279602078,0.03841407071163543,0.0030531849073096584,0.031240546472307004,0.003085219258878835,0.09562662033346118,-0.005773859351466015,0.056296078096588806,0.0,0.21101184413817808,0.025724267672999845,0.02725380978778275,-0.0023984129957068667
Honduras,Central America and the Caribbean,0.06509389074450583,0.007389707941821699,0.05262743300480712,0.0052852212165510615,0.08660095796032007,-0.004605340128726154,0.0837370323585526,-0.010974547977673499,0.09330060425864363,-0.017210012902840854,0.04348643620059499,0.006512174786904801,0.03490782630110748,-0.005746976022420469,0.05479876192133449,0.0072379696895974455,0.08492731278364048,0.01812594285547031,0.11935117859933403,-0.014205797055027003,0.28239887418233767,0.06158177212313154,0.11006488330973228,0.00802031775653167
Hungary,Europe,0.1348152902391157,-0.006178511404421272,0.11155839093524013,0.03404278041028208,0.162637703404428,0.005622226892775695,0.1249866180540851,0.005622226892775695,0.3027513855054438,-0.05160807943501078,0.17139198129044575,-0.014509087930655307,0.10566859410491364,0.029215595590967647,0.1379689526401671,-0.023568704168698162,0.20688313451426674,0.02105217128686121,0.31531429469158023,-0.0032634780153416587,0.3491911912991887,0.024137596028845465,0.07318945557082043,-0.0014881743912666945
Iceland,Europe,0.2801920321111745,-0.05565920916361111,0.20356513300890267,0.05198950550864412,0.27293445641276726,-0.04239671930142641,0.3591863930285556,-0.018406708851167908,0.35445590041570213,-0.0314223283673708,0.20315855121736226,-0.04239671930142641,0.4600870506264979,-0.0710180197339716,0.27905647899165625,-0.022720705953499842,0.4780143642468329,-0.0984495312190864,0.2470507163753684,0.0256653964664324,0.23145129182767982,0.03244172283509861,0.28505247828302416,0.002454301451032981
India,South Asia,0.1402634866432343,0.01706647103818071,0.09121273974459848,0.014659838620497467,0.06545075013790251,0.009476541331779886,0.11370669048094358,0.012734006236510442,0.1482770201783358,-0.022231982492712743,0.11130325560930489,-0.021579037300747395,0.11332041639527297,-0.003789186442721748,0.04978908695801484,0.005057855144636747,0.1240081333782347,0.019511681103413947,0.04497549614317565,-0.0020382468883547444,0.18709983607871522,0.022686906300630527,0.10466783341851553,-0.00434980455605416
Indonesia,East and Southeast Asia,0.10835626924233045,-0.02131337813875578,0.0300791694337382,-0.006260788219727087,0.07539426099888873,0.005365624749747111,0.18446680946263425,-0.029322424508894662,0.2073680629525695,-0.034555712844051456,0.09583977085947425,-0.02186272449165061,0.17766849855733188,-0.02063961549924187,0.0895482864617951,-0.011645116079021633,0.059330230764711285,-0.008382367076814168,0.04068237950899481,-0.00405018001223012,0.20016062462136705,-0.035957009122816075,0.20242182314819993,-0.039184649052898424
Iran,Middle East,0.0925246072211235,-0.00782401956775891,0.028696189234955816,0.005131437250532445,0.10097827034948703,0.0196158937106663,0.22287733754884018,0.056201082088783494,0.16788011264556632,-0.029601596065625624,0.12184808303590318,-0.0011876886869299774,0.057691874815871604,0.011269993464265049,0.15279145653491233,-0.023099714398871374,0.037332984473944245,0.004968794520933129,0.12974970028636518,0.002657668608236463,0.17557998556934956,-0.026614420328332167,0.06274569578763392,-0.001895898287590958
Iraq,Middle East,0.09500283547499412,-0.015610946306464646,0.006949819299040078,-0.0006093899544469261,0.07806324412671227,-0.011866725097602226,0.10330732579962494,-0.015385388583156967,0.14589074765170618,-0.024567125242305865,0.13700134175868736,-0.023253928626839837,0.043153176073395416,-0.0013996459743879086,0.048388210582517896,0.0,0.07027322845463622,-0.012741783255510786,0.03837415951818529,-0.004807063173655313,0.06181548444793068,-0.00440410781575018,0.078459102509761,-0.013770329161355788
Ireland,Europe,0.3322023610692306,0.044609752639329425,0.136029609582244,0.024137596028845465,0.3669370306325322,-0.03995331314520678,0.27813744940012514,-0.006521327660775289,0.2386044908302864,-0.029601596065625624,0.15237390061832456,0.013212616554775902,0.4545845826921805,-0.06258036949582624,0.20331938540843525,0.02257393963700549,0.14364650477072574,0.0038035989884424026,0.21338734048664512,0.019989654407636115,0.14838168495509246,0.007885717576382456,0.2836123311697466,0.0
Israel,Middle East,0.040000000000000036,0.04083299973306631,0.02580577685288597,0.0250038592085422,0.03031552426406986,0.02941803585196312,0.0909090909090909,-0.0871290708247231,0.032680203916393945,0.0,0.0,0.0,0.054126587736527385,0.0,0.05882352941176469,-0.057190958417936644,0.0,0.0,0.03534797566467095,0.0,0.21122570824010706,0.19023807142380833,0.036852144841890984,0.0
Israel and West Bank,Middle East,0.11259112850199357,0.016066525730476844,0.036473705265087225,0.008333226369603874,0.03868801693904776,0.0075539372589141784,0.05147889297471879,0.0018571141904910604,0.08117300751629818,-0.012137016279346824,0.10232637348337179,0.021280375310409605,0.07600804411113998,-0.015093645682721313,0.19424670805775784,-0.040920176267911446,0.05705211898692818,-0.004194073065132087,0.10760619184450058,-0.022365360324170358,0.050357165685930204,-0.008900379519115376,0.03599136610775986,0.002014231341680439
Italy,Europe,0.18463723646899907,0.0351803742497514,0.16044515280563484,0.033466386601162634,0.12029662489062444,0.0032741631748813838,0.1251682955515276,0.017809950212084757,0.25899060790013506,-0.025513971890864906,0.19299721425262553,-0.010667491864796208,0.22107164917652344,-0.02726858439711133,0.21449211900914203,0.05781615901286652,0.40308813147314526,-0.05404148620000582,0.16307947442896253,0.01620599392287647,0.1964285388220756,0.025556134420487098,0.21559163627174283,0.028033004753126534
Jamaica,Central America and the Caribbean,0.0715895486958477,0.009108923067066454,0.031773411081987106,-0.0030919004053627797,0.2697917679568165,-0.05901480113749458,0.08581518004311435,0.019126704167452768,0.1388607358137267,-0.011933829411094332,0.13767029879734058,0.020752654044192465,0.23087963030323036,-0.029601596065625624,0.08220191004672918,0.004368808017071402,0.04547230168699161,-0.00434980455605416,0.1352707425134798,-0.01767639261269416,0.12532772414373533,-0.007491408553329859,0.10372102757303299,-0.01773562583104371
Japan,East and Southeast Asia,0.2029535510385035,0.024137596028845465,0.19541246226981893,0.041616010650583846,0.19412272014894624,-0.03995331314520678,0.16818235136855314,0.017639147956978185,0.2272792035048642,0.008768811279168176,0.2164639212676433,0.017809950212084757,0.4909712870711404,-0.1000333895418235,0.47983713000506334,0.0351803742497514,0.06206015351418115,-0.00405018001223012,0.22735239471781424,0.023125578628887977,0.4589316302016691,0.05781615901286652,0.17504259975407543,-0.03995331314520678
Jordan,Middle East,0.09216325021487268,-0.022729830813880247,0.034058742061068153,0.002618231159139839,0.11479070153378362,0.0185448402339623,0.03695457254776455,-0.0009115952170974939,0.1845306679537683,-0.031638324512322735,0.12267330021528766,0.007737324431215553,0.04828194302011873,0.00085912174097591,0.13379228403651025,-0.01107015219940688,0.07209696979563804,0.00980019603886162,0.05666157941677658,0.00287413207759335,0.09707845022123839,0.012507519549268764,0.060377501276120564,-0.010005945143782835
Kazakhstan,Central Asia,0.18732307282553953,-0.02988625444294457,0.011176004898457175,0.0015095164460716681,0.16300890698294448,0.022137925211880516,0.09004316458123955,-0.014167021370035116,0.2754182423776506,-0.049835235732058614,0.08964525843670561,0.008255178341549874,0.050982405631207366,0.00668866311189853,0.19876489309652695,-0.02988625444294457,0.038759734138895635,0.0008347384940639024,0.1580820030274985,-0.011605712701370563,0.21709969237136362,-0.013542848232326876,0.2831915084111349,-0.04347756169901884
Kenya,Africa,0.0707697612098316,-0.0017036962868381966,0.04942469819288342,0.00933168467923684,0.08867816994987952,0.01048600952443568,0.06661266336353663,-0.003559803048520549,0.06169701781244983,-0.004575473509625727,0.07205312811442457,-0.013040319809382916,0.07236858195483821,0.0,0.040533471957711995,0.006216922732424024,0.08079326374108653,-0.0053369884723109,0.036378191082477154,-0.006178511404421272,0.06682591323899098,0.001635427862179073,0.0833992266157215,-0.000846038228382362
Kuwait,Middle East,0.21528691241760764,-0.04761045172614842,0.03579417757563371,0.0,0.08007664136827401,0.002561222100803562,0.15287272320806564,-0.00434980455605416,0.17168475307126152,-0.013040319809382916,0.1501492470180603,-0.02726858439711133,0.07252065016258046,0.003367918372847889,0.16117194760677056,-0.006178511404421272,0.06599232967478962,0.0076572753822803374,0.09999396189958085,-0.015111808023128281,0.2281170809179222,-0.04658192452120469,0.1498108353669203,-0.016780094049074212
Kyrgyzstan,Central Asia,0.11272115244945938,-0.022880583710457203,0.0391566226049004,0.002194840131046316,0.0759062080003997,0.007140230182805629,0.06725692979123092,-0.004892791633490323,0.19041713433543664,-0.028423886494844286,0.05908638520737113,-0.006613065864354062,0.0683571937298699,-0.0007127670685694865,0.14368617154717345,-0.025568150641617104,0.07574321788695833,-0.010520335382062207,0.16050407471369774,-0.01974224585015616,0.1565603327425204,-0.03047270663999435,0.09739686553133965,0.00287413207759335
Laos,East and Southeast Asia,0.24422680525217344,-0.04800077688530291,0.021145774441741004,-0.004097216466055653,0.055967217748615364,0.007885717576382456,0.1533929977694741,-0.014167021370035116,0.08766380776277016,-0.006288703419260799,0.061183256108799,-0.0018084603300314583,0.05320776164418996,0.007035724476733618,0.09406829457782141,-0.013954190178052328,0.08584373747646802,-0.01095202867021372,0.08321192084720999,-0.013040319809382916,0.0550509870325072,-0.0051954799370050875,0.13690528775883998,-0.02063961549924187
Latvia,Europe,0.16979145829801862,0.0,0.01381601222758154,0.0028055782294458265,0.2592385358347363,0.032101116189894974,0.22515176872855971,-0.020018764785692755,0.2559804569757729,-0.03680996363693978,0.093634734753017,0.008768811279168176,0.3077861255932418,-0.05606298684213229,0.17542061828876135,-0.011252208652324458,0.18710034525030056,-0.03844608640706482,0.2719239505913405,-0.033389568187565,0.35530550397057126,-0.03900368978306712,0.16859349954045852,-0.022854929451045947
Lebanon,Middle East,0.07348810929181371,-0.001588658648921104,0.04000917778367655,0.008596004910262467,0.05381846182120821,0.002222485360507509,0.19390422460550263,0.032972925495262206,0.12443697853321901,-0.0017545156905137693,0.11666777936771315,-0.00434980455605416,0.05165455263572273,0.01093716282218482,0.10032926234714404,0.01825190182080849,0.03591629834106316,0.0025427668833994943,0.12161831795195815,-0.009313108597865494,0.12948836171620912,0.04302556648075284,0.05690668930523023,-0.0013996459743879086
Lesotho,Africa,0.08204242972523523,-0.004159535972258044,0.02759165440600365,0.005374819150892218,0.22714459164839276,-0.0351996823757198,0.031262950686702866,-0.0049901767205309255,0.14892865095864316,0.022890217257583334,0.1087683212082265,0.02074372543657943,0.16077424985113142,-0.026253463298260504,0.06614378277661476,-0.013160770311338,0.1311703286461918,-0.019364570590882813,0.05737711422306967,-0.0028373654280661187,0.06562273432549827,-0.008903925895985432,0.06606432331259045,0.005790030310836469
Liberia,Africa,0.03919211565659004,-0.004164934031971379,0.036073339869395836,0.0006649006693357773,0.139520742420563,-0.024394802372360358,0.030550268564233405,-0.004097216466055653,0.057265026385240635,-0.008018221347520726,0.04049355055582033,-0.003405204252610039,0.049213842039553826,-0.013413603874889102,0.040621969293932546,0.0006502016534295496,0.05457675785517762,0.002404179210369062,0.04549503307635443,0.00287413207759335,0.07037864027071634,-0.013353243735106268,0.08071667318250407,-0.016780094049074212
Libya,Africa,0.2332746564603233,0.032672012237978665,0.11844886708750746,0.009643355708852885,0.13869147388892697,0.016793944718819453,0.2420821601531357,0.033295875619173465,0.11735722178705217,-0.0077099107356279895,0.20023112506186955,0.013212616554775902,0.1264205681914194,0.014627125596544888,0.23044868380276326,0.0344242065100584,0.05572541900380507,0.008159600050166693,0.09935323091406685,0.0,0.33665016461206926,0.07775517237849128,0.28693533790552134,0.03717897056372177
Lithuania,Europe,0.15743651981361037,0.005622226892775695,0.027848220350043053,0.0,0.1273680144421708,-0.01514943939354263,0.143598705548811,-0.011448350038014254,0.17099542514096122,-0.023099714398871374,0.1149218184737846,0.0010604739937163377,0.3534694167984592,-0.0697244405964309,0.11715135845595802,-0.006020284674101317,0.20457366679254144,-0.03844608640706482,0.2780699955994877,-0.026669237338737273,0.20483787931365566,-0.011000938176166541,0.12808310627418878,0.010782514247816843
Luxembourg,Europe,0.4025051049919557,-0.09569616059758845,0.04627395465259034,0.007853373665092755,0.2105326093312785,-0.054866632646270674,0.2765296871211244,0.011460268730543177,0.25157649027133994,-0.020322167964056947,0.21325968384275812,0.022007845525789715,0.6782336187808545,-0.1391787939095167,0.23836803439333382,-0.0423967193014263,0.18543312004452817,-0.023146259287987858,0.2294896615293045,0.00838063457729743,0.29714403517621996,0.027999362624229196,0.5532730890899278,-0.10356096439934093
Madagascar,Africa,0.0800719412249645,-0.004229940763505802,0.04595384465940805,0.00954629086147718,0.1788577950751895,-0.018221903423239816,0.038519483756952466,0.0016461852475906369,0.0895375640765042,0.017227545001187172,0.11699809463298406,0.010398343299709678,0.07298821993932901,0.010153787862381192,0.033292220352632296,0.004176909979570986,0.024182512637764407,0.0032109750707449702,0.05451174646275623,0.007635057976000725,0.1576970089370496,0.03244172283509861,0.14719072864960683,-0.025023166965419286
Malawi,Africa,0.08004592655862447,-0.015737414908709058,0.059847482967109594,0.01548427567844568,0.10903637768344393,-0.022149400720339774,0.0592631814139957,-0.0048638775461898875,0.04154084015328231,-0.007070648493930465,0.08226084325117887,-0.005257434512123016,0.09452082267556533,-0.003789186442721748,0.047601103832077045,-0.005460941788065776,0.14617989399969789,-0.026134827856982956,0.030629247911190923,0.0038035989884424026,0.06769125635717332,0.0,0.06812081814088929,0.004066650679529049
Malaysia,East and Southeast Asia,0.0840876345435411,-0.014942145853728994,0.07873865231865393,0.012559065014957627,0.09176546634078882,-0.007975798141679147,0.19083699293864345,-0.02095398098622958,0.21094593272664197,-0.0366246366097448,0.12452535784872827,0.009350741977601995,0.08654921816819815,0.005713307630468734,0.14865055527632884,-0.026096107121859502,0.06483095807069285,0.008453225112691864,0.12379556227704883,-0.014167021370035116,0.17257709666282142,-0.014472844653686479,0.2972628070758066,-0.05974766632657069
Maldives,South Asia,0.07333546974788484,-0.013597554461725725,0.04770820373149226,0.007388601735547784,0.11725316323598621,-0.022582349655594913,0.11247971187559411,-0.020977821687213072,0.24398069095341665,-0.03883360285480186,0.0987553406050494,-0.018406708851167908,0.0704998420046323,-0.00842315896477941,0.13338825070366253,-0.016960512657070548,0.042906869884083786,-0.006832732333551861,0.13647970709370236,-0.0265647142655554,0.22847457658335463,-0.0423967193014263,0.07156772900711163,-0.004302770909597187
Mali,Africa,0.21325899695381503,0.045577900255039605,0.21787341822751957,0.043343514321698695,0.1307250613005809,0.02069996187408485,0.05709233507022654,-0.0073355007337920775,0.046319342406520136,0.003367918372847889,0.05596275086207809,-0.002245781088206611,0.19176039502278944,0.037491965916616854,0.03321834691055967,0.0020190398438124646,0.19833800683163383,0.027871971919450678,0.033807096925448796,0.002042409823822977,0.253593406242893,0.04234137842891417,0.14965371794284843,0.020752654044192465
